Gene name	Caenorhabditis elegans (PRJNA13758) [WS285] gene stable ID	Homology type
TMUE_1000005572		
TMUE_1000003838	WBGene00010805	ortholog_one2one
TMUE_1000005570		
TMUE_1000003837		
TMUE_1000004691		
TMUE_2000007836	WBGene00001516	ortholog_one2one
TMUE_2000007837	WBGene00015492	ortholog_one2one
TMUE_2000010247	WBGene00016808	ortholog_one2one
TMUE_2000007838	WBGene00010351	ortholog_one2many
TMUE_2000007839		
TMUE_2000007840	WBGene00005018	ortholog_one2one
TMUE_2000010249		
TMUE_2000007841	WBGene00004754	ortholog_one2one
TMUE_2000010250		
TMUE_1000004574	WBGene00014848	ortholog_one2many
TMUE_1000004575		
TMUE_1000004576		
TMUE_1000004317		
TMUE_1000002541	WBGene00006657	ortholog_one2one
TMUE_1000004232	WBGene00000476	ortholog_one2one
TMUE_1000004231	WBGene00009162	ortholog_one2one
TMUE_1000004506	WBGene00017885	ortholog_one2many
TMUE_1000004508		
TMUE_2000010344		
TMUE_3000012694		
TMUE_1000002628		
TMUE_1000004411		
TMUE_1000004517		
TMUE_1000004516		
TMUE_1000005225		
TMUE_1000005224		
TMUE_1000005222	WBGene00007064	ortholog_one2one
TMUE_1000003471		
TMUE_1000002809		
TMUE_2000010399		
TMUE_2000007992		
TMUE_2000010400		
TMUE_2000010401		
TMUE_3000012169		
TMUE_2000006044		
TMUE_2000008339		
TMUE_3000011575		
TMUE_3000013727	WBGene00006617	ortholog_one2one
TMUE_3000011576		
TMUE_3000011578	WBGene00022538	ortholog_one2one
TMUE_3000011579		
TMUE_1000004564	WBGene00006751	ortholog_one2one
TMUE_1000002798		
TMUE_1000004612	WBGene00008779	ortholog_one2one
TMUE_1000004614		
TMUE_2000008016	WBGene00000960	ortholog_one2one
TMUE_1000004279		
TMUE_1000004278		
TMUE_1000004293	WBGene00012908	ortholog_one2many
TMUE_1000002516		
TMUE_1000002518	WBGene00011723	ortholog_many2many
TMUE_1000004294		
TMUE_1000002519		
TMUE_1000004295	WBGene00012578	ortholog_one2one
TMUE_1000002521		
TMUE_1000002522		
TMUE_1000002523		
TMUE_1000004559		
TMUE_1000004561	WBGene00011474	ortholog_one2one
TMUE_1000002796	WBGene00021286	ortholog_one2one
TMUE_1000004562	WBGene00017699	ortholog_one2one
TMUE_1000004323		
TMUE_1000004322		
TMUE_1000004321		
TMUE_0000002430		
TMUE_1000004856	WBGene00001637	ortholog_one2one
TMUE_1000003087	WBGene00006349	ortholog_one2one
TMUE_1000004857	WBGene00000240	ortholog_one2one
TMUE_1000003088	WBGene00019061	ortholog_one2one
TMUE_3000012828		
TMUE_0000000917		
TMUE_3000012825		
TMUE_3000014974		
TMUE_3000014973		
TMUE_3000012823		
TMUE_3000014348	WBGene00012804	ortholog_one2many
TMUE_3000014348	WBGene00020837	ortholog_one2many
TMUE_3000014349	WBGene00012762	ortholog_one2many
TMUE_3000014350	WBGene00012762	ortholog_one2many
TMUE_2000008615		
TMUE_2000008810	WBGene00019212	ortholog_one2one
TMUE_1000005362	WBGene00006442	ortholog_one2many
TMUE_3000011216	WBGene00018853	ortholog_one2one
TMUE_3000013388	WBGene00018397	ortholog_one2many
TMUE_3000013388	WBGene00018395	ortholog_one2many
TMUE_3000011215	WBGene00044251	ortholog_one2one
TMUE_1000002806		
TMUE_1000004570		
TMUE_1000004571	WBGene00012909	ortholog_one2one
TMUE_1000004808	WBGene00003015	ortholog_one2one
TMUE_0000001780		
TMUE_1000004744	WBGene00001834	ortholog_one2many
TMUE_1000002962		
TMUE_1000002960		
TMUE_1000002959		
TMUE_1000004743	WBGene00012376	ortholog_one2many
TMUE_1000002957	WBGene00009307	ortholog_one2one
TMUE_1000004742		
TMUE_1000002560	WBGene00021826	ortholog_one2one
TMUE_1000004347	WBGene00013268	ortholog_one2many
TMUE_1000004347	WBGene00013255	ortholog_one2many
TMUE_1000002561	WBGene00003020	ortholog_one2one
TMUE_2000006347	WBGene00010975	ortholog_one2one
TMUE_2000008979		
TMUE_2000008978		
TMUE_1000005763		
TMUE_1000002704		
TMUE_1000002702		
TMUE_1000002701		
TMUE_1000002700		
TMUE_1000004471		
TMUE_1000002699		
TMUE_1000004493		
TMUE_3000014972	WBGene00009701	ortholog_one2many
TMUE_0000001044		
TMUE_1000002850		
TMUE_1000002851	WBGene00003397	ortholog_one2one
TMUE_2000010543		
TMUE_2000008126	WBGene00016030	ortholog_one2one
TMUE_2000010542	WBGene00012341	ortholog_one2one
TMUE_2000007929		
TMUE_2000010341	WBGene00022501	ortholog_one2one
TMUE_2000007928		
TMUE_3000014828		
TMUE_3000013879		
TMUE_3000013878		
TMUE_3000014818		
TMUE_1000003133		
TMUE_2000006887		
TMUE_1000002713		
TMUE_1000002714		
TMUE_1000004486		
TMUE_2000010243		
TMUE_2000010242	WBGene00011146	ortholog_one2many
TMUE_1000002716		
TMUE_1000002717	WBGene00022774	ortholog_one2many
TMUE_2000008357	WBGene00021508	ortholog_one2many
TMUE_3000014259	WBGene00003080	ortholog_one2many
TMUE_3000012129		
TMUE_3000012130		
TMUE_2000008325		
TMUE_2000010352	WBGene00004475	ortholog_one2one
TMUE_1000002677		
TMUE_1000002678		
TMUE_1000002680		
TMUE_3000013572		
TMUE_2000006742		
TMUE_2000006741	WBGene00006475	ortholog_one2one
TMUE_3000011734		
TMUE_3000013876	WBGene00017919	ortholog_one2many
TMUE_3000011732		
TMUE_3000011731		
TMUE_3000011730		
TMUE_3000012841		
TMUE_3000010723		
TMUE_1000004853	WBGene00022394	ortholog_one2one
TMUE_1000004854		
TMUE_1000003085	WBGene00021945	ortholog_one2one
TMUE_2000006013		
TMUE_1000002898		
TMUE_1000002897		
TMUE_2000007945		
TMUE_1000002992		
TMUE_1000002991		
TMUE_1000002814		
TMUE_3000012077		
TMUE_3000013828	WBGene00010640	ortholog_one2one
TMUE_3000011679	WBGene00020113	ortholog_one2many
TMUE_3000011678		
TMUE_3000011677		
TMUE_0000000655		
TMUE_1000003148		
TMUE_1000004914	WBGene00016142	ortholog_one2many
TMUE_1000002963	WBGene00018512	ortholog_one2one
TMUE_1000002964		
TMUE_1000004725		
TMUE_3000014597		
TMUE_0000001631		
TMUE_1000002895		
TMUE_2000006930		
TMUE_2000007943		
TMUE_1000004932		
TMUE_1000004258		
TMUE_1000002562		
TMUE_3000012764		
TMUE_3000012762		
TMUE_1000004724		
TMUE_1000002936		
TMUE_1000005856	WBGene00019487	ortholog_one2one
TMUE_1000004318		
TMUE_0000001772	WBGene00022830	ortholog_one2one
TMUE_1000004492		
TMUE_0000000810		
TMUE_1000004417		
TMUE_2000008320		
TMUE_1000004659		
TMUE_3000012697		
TMUE_2000006490		
TMUE_0000001088		
TMUE_1000004662		
TMUE_2000008669		
TMUE_0000002217		
TMUE_1000004721		
TMUE_1000002707		
TMUE_1000004578		
TMUE_2000008505		
TMUE_2000009114		
TMUE_1000004757		
TMUE_0000001707		
TMUE_0000002488		
TMUE_2000006049		
TMUE_3000014808	WBGene00000939	ortholog_one2many
TMUE_0000002090		
TMUE_1000004610		
TMUE_2000008336		
TMUE_0000001957		
TMUE_1000004292		
TMUE_1000004422		
TMUE_1000004113		
TMUE_1000004319	WBGene00007029	ortholog_one2many
TMUE_0000000665		
TMUE_0000001460		
TMUE_2000008688		
TMUE_3000014590		
TMUE_0000000736		
TMUE_2000008701		
TMUE_2000008415		
TMUE_3000012524		
TMUE_0000002154		
TMUE_2000009526		
TMUE_3000010973		
TMUE_1000004760		
TMUE_0000001651		
TMUE_1000002567		
TMUE_3000014592		
TMUE_2000010251		
TMUE_0000001429		
TMUE_1000002918		
TMUE_1000005760		
TMUE_2000006019		
TMUE_0000001843		
TMUE_0000000664		
TMUE_0000002325		
TMUE_1000002816		
TMUE_1000002815	WBGene00004207	ortholog_one2one
TMUE_2000008517		
TMUE_0000002452		
TMUE_0000000970		
TMUE_2000006026		
TMUE_0000001730		
TMUE_1000004483		
TMUE_3000011842		
TMUE_2000009521		
TMUE_2000007125		
TMUE_3000012464		
TMUE_3000014594		
TMUE_3000014599		
TMUE_3000014593		
TMUE_3000014596		
TMUE_0000001424		
TMUE_0000001042		
TMUE_2000009091		
TMUE_0000001142		
TMUE_0000001217		
TMUE_3000011674		
TMUE_3000012658	WBGene00000939	ortholog_one2many
TMUE_2000006767	WBGene00001894	ortholog_many2many
TMUE_2000006767	WBGene00001882	ortholog_many2many
TMUE_2000006767	WBGene00001889	ortholog_many2many
TMUE_2000006767	WBGene00001878	ortholog_many2many
TMUE_2000006767	WBGene00001915	ortholog_many2many
TMUE_2000006767	WBGene00001932	ortholog_many2many
TMUE_2000006767	WBGene00001936	ortholog_many2many
TMUE_2000006767	WBGene00001913	ortholog_many2many
TMUE_2000006767	WBGene00001896	ortholog_many2many
TMUE_2000006767	WBGene00001922	ortholog_many2many
TMUE_2000006767	WBGene00001928	ortholog_many2many
TMUE_2000006767	WBGene00001918	ortholog_many2many
TMUE_2000006767	WBGene00001908	ortholog_many2many
TMUE_2000006767	WBGene00001940	ortholog_many2many
TMUE_2000006767	WBGene00001926	ortholog_many2many
TMUE_2000006767	WBGene00001885	ortholog_many2many
TMUE_2000006767	WBGene00001903	ortholog_many2many
TMUE_1000002919		
TMUE_1000003132		
TMUE_0000002330		
TMUE_2000007467		
TMUE_M000000027	WBGene00010967	ortholog_one2one
TMUE_M000000028		
TMUE_M000000030	WBGene00010959	ortholog_one2one
TMUE_M000000031	WBGene00010965	ortholog_one2one
TMUE_M000000032	WBGene00010964	ortholog_one2one
TMUE_M000000033		
TMUE_M000000034	WBGene00010962	ortholog_one2one
TMUE_M000000035		
TMUE_M000000036	WBGene00000829	ortholog_one2one
TMUE_M000000037		
TMUE_M000000038		
TMUE_M000000039	WBGene00010963	ortholog_one2one
TMUE_M000000001		
TMUE_M000000002		
TMUE_M000000003		
TMUE_M000000004		
TMUE_M000000005		
TMUE_M000000006		
TMUE_M000000007		
TMUE_M000000008		
TMUE_M000000009		
TMUE_M000000010		
TMUE_M000000011		
TMUE_M000000012		
TMUE_M000000013		
TMUE_M000000014		
TMUE_M000000015		
TMUE_M000000016		
TMUE_M000000017		
TMUE_M000000018		
TMUE_M000000019		
TMUE_M000000020		
TMUE_M000000021		
TMUE_M000000022		
TMUE_M000000023		
TMUE_M000000024		
TMUE_M000000025		
TMUE_M000000026		
TMUE_0000000001		
TMUE_0000000002	WBGene00015186	ortholog_one2many
TMUE_0000000003		
TMUE_0000000004		
TMUE_0000000005		
TMUE_0000000006		
TMUE_0000000007	WBGene00009924	ortholog_one2many
TMUE_0000000008		
TMUE_0000000009	WBGene00000431	ortholog_many2many
TMUE_0000000010		
TMUE_0000000011		
TMUE_0000000012		
TMUE_0000000013	WBGene00006816	ortholog_one2many
TMUE_0000000014	WBGene00006729	ortholog_one2many
TMUE_0000000015		
TMUE_0000000016	WBGene00000367	ortholog_one2many
TMUE_0000000017		
TMUE_0000000018		
TMUE_0000000019		
TMUE_0000000020		
TMUE_0000000021	WBGene00006587	ortholog_one2many
TMUE_0000000022		
TMUE_0000000023		
TMUE_0000000024		
TMUE_0000000025	WBGene00012252	ortholog_many2many
TMUE_0000000025	WBGene00010858	ortholog_many2many
TMUE_0000000025	WBGene00008897	ortholog_many2many
TMUE_0000000025	WBGene00008894	ortholog_many2many
TMUE_0000000025	WBGene00010857	ortholog_many2many
TMUE_0000000025	WBGene00018057	ortholog_many2many
TMUE_0000000025	WBGene00010856	ortholog_many2many
TMUE_0000000025	WBGene00018056	ortholog_many2many
TMUE_0000000026		
TMUE_0000000027		
TMUE_0000000028		
TMUE_0000000029	WBGene00003799	ortholog_one2many
TMUE_0000000030		
TMUE_0000000031	WBGene00013034	ortholog_one2many
TMUE_0000000032	WBGene00000440	ortholog_one2many
TMUE_0000000033		
TMUE_0000000034		
TMUE_0000000035		
TMUE_0000000036		
TMUE_0000000037		
TMUE_0000000038		
TMUE_0000000039	WBGene00003393	ortholog_one2many
TMUE_0000000040		
TMUE_0000000041	WBGene00017289	ortholog_one2one
TMUE_0000000042		
TMUE_0000000043	WBGene00018006	ortholog_one2many
TMUE_0000000044		
TMUE_0000000045		
TMUE_0000000046		
TMUE_0000000047		
TMUE_0000000048		
TMUE_0000000049		
TMUE_0000000050	WBGene00000900	ortholog_one2many
TMUE_0000000051	WBGene00009163	ortholog_one2many
TMUE_0000000052	WBGene00001628	ortholog_one2many
TMUE_0000000053		
TMUE_0000000054		
TMUE_0000000055		
TMUE_0000000056	WBGene00020920	ortholog_many2many
TMUE_0000000056	WBGene00021515	ortholog_many2many
TMUE_0000000056	WBGene00003040	ortholog_many2many
TMUE_0000000056	WBGene00012802	ortholog_many2many
TMUE_0000000056	WBGene00021282	ortholog_many2many
TMUE_0000000056	WBGene00020006	ortholog_many2many
TMUE_0000000056	WBGene00008062	ortholog_many2many
TMUE_0000000056	WBGene00008206	ortholog_many2many
TMUE_0000000056	WBGene00003222	ortholog_many2many
TMUE_0000000056	WBGene00019584	ortholog_many2many
TMUE_0000000056	WBGene00008527	ortholog_many2many
TMUE_0000000056	WBGene00019690	ortholog_many2many
TMUE_0000000056	WBGene00016603	ortholog_many2many
TMUE_0000000056	WBGene00020919	ortholog_many2many
TMUE_0000000056	WBGene00018023	ortholog_many2many
TMUE_0000000057	WBGene00004735	ortholog_one2many
TMUE_0000000058		
TMUE_0000000059		
TMUE_0000000060	WBGene00000151	ortholog_one2many
TMUE_0000000061	WBGene00013151	ortholog_one2many
TMUE_0000000062	WBGene00006461	ortholog_one2many
TMUE_0000000063		
TMUE_0000000064	WBGene00004800	ortholog_one2many
TMUE_0000000065	WBGene00002169	ortholog_one2many
TMUE_0000000066		
TMUE_0000000067		
TMUE_0000000068		
TMUE_0000000069	WBGene00015487	ortholog_one2many
TMUE_0000000070	WBGene00015486	ortholog_one2many
TMUE_0000000071		
TMUE_0000000072	WBGene00008041	ortholog_one2many
TMUE_0000000073	WBGene00001709	ortholog_one2many
TMUE_0000000074		
TMUE_0000000075	WBGene00006812	ortholog_one2many
TMUE_0000000076		
TMUE_0000000077	WBGene00022459	ortholog_one2many
TMUE_0000000078	WBGene00001612	ortholog_one2many
TMUE_0000000079		
TMUE_0000000080		
TMUE_0000000081		
TMUE_0000000082		
TMUE_0000000083		
TMUE_0000000084		
TMUE_0000000085		
TMUE_0000000086		
TMUE_0000000087		
TMUE_0000000088		
TMUE_0000000089		
TMUE_0000000090		
TMUE_0000000091		
TMUE_0000000092		
TMUE_0000000093		
TMUE_0000000094		
TMUE_0000000095	WBGene00006414	ortholog_one2many
TMUE_0000000096		
TMUE_0000000097		
TMUE_0000000098	WBGene00021800	ortholog_one2many
TMUE_0000000099		
TMUE_0000000100		
TMUE_0000000101		
TMUE_0000000102		
TMUE_0000000103		
TMUE_0000000104		
TMUE_0000000105		
TMUE_0000000106		
TMUE_0000000107		
TMUE_0000000108		
TMUE_0000000109		
TMUE_0000000110		
TMUE_0000000111		
TMUE_0000000112		
TMUE_0000000113	WBGene00010308	ortholog_one2many
TMUE_0000000114		
TMUE_0000000115	WBGene00017759	ortholog_many2many
TMUE_0000000115	WBGene00007350	ortholog_many2many
TMUE_0000000116		
TMUE_0000000117		
TMUE_0000000118		
TMUE_0000000119	WBGene00007529	ortholog_one2many
TMUE_0000000120		
TMUE_0000000121	WBGene00007718	ortholog_one2many
TMUE_0000000122		
TMUE_0000000123	WBGene00017981	ortholog_one2many
TMUE_0000000124	WBGene00020687	ortholog_one2many
TMUE_0000000125		
TMUE_0000000126		
TMUE_0000000127		
TMUE_0000000128	WBGene00008979	ortholog_one2many
TMUE_0000000129		
TMUE_0000000130		
TMUE_0000000131	WBGene00000795	ortholog_one2many
TMUE_0000000132	WBGene00020051	ortholog_one2many
TMUE_0000000133		
TMUE_0000000134		
TMUE_0000000135		
TMUE_0000000136		
TMUE_0000000137		
TMUE_0000000138	WBGene00014015	ortholog_one2many
TMUE_0000000139		
TMUE_0000000140	WBGene00010661	ortholog_one2many
TMUE_0000000141	WBGene00015160	ortholog_one2many
TMUE_0000000142		
TMUE_0000000143	WBGene00018467	ortholog_one2many
TMUE_0000000144	WBGene00015767	ortholog_one2many
TMUE_0000000145	WBGene00020884	ortholog_one2many
TMUE_0000000146		
TMUE_0000000147		
TMUE_0000000148		
TMUE_0000000149		
TMUE_0000000150	WBGene00011815	ortholog_one2many
TMUE_0000000151	WBGene00021934	ortholog_one2many
TMUE_0000000152	WBGene00006497	ortholog_one2many
TMUE_0000000153		
TMUE_0000000157		
TMUE_0000000158		
TMUE_0000000159		
TMUE_0000000160		
TMUE_0000000161		
TMUE_0000000162	WBGene00002247	ortholog_one2many
TMUE_0000000163		
TMUE_0000000164		
TMUE_0000000165	WBGene00010610	ortholog_one2many
TMUE_0000000166	WBGene00012460	ortholog_one2many
TMUE_0000000167		
TMUE_0000000168		
TMUE_0000000169		
TMUE_0000000170		
TMUE_0000000171		
TMUE_0000000172		
TMUE_0000000173		
TMUE_0000000174		
TMUE_0000000175		
TMUE_0000000176		
TMUE_0000000177		
TMUE_0000000178		
TMUE_0000000179	WBGene00000105	ortholog_many2many
TMUE_0000000179	WBGene00000106	ortholog_many2many
TMUE_0000000180		
TMUE_0000000181		
TMUE_0000000182	WBGene00302980	ortholog_one2many
TMUE_0000000183	WBGene00006794	ortholog_one2many
TMUE_0000000184	WBGene00008344	ortholog_one2many
TMUE_0000000185		
TMUE_0000000186	WBGene00000113	ortholog_one2many
TMUE_0000000187		
TMUE_0000000188	WBGene00021508	ortholog_one2many
TMUE_0000000189		
TMUE_0000000190		
TMUE_0000000191		
TMUE_0000000192		
TMUE_0000000193		
TMUE_0000000194		
TMUE_0000000195	WBGene00018161	ortholog_one2many
TMUE_0000000196		
TMUE_0000000197		
TMUE_0000000198	WBGene00006668	ortholog_one2many
TMUE_0000000203		
TMUE_0000000204		
TMUE_0000000205		
TMUE_0000000206	WBGene00004060	ortholog_one2many
TMUE_0000000207		
TMUE_0000000208	WBGene00007108	ortholog_one2many
TMUE_0000000209		
TMUE_0000000210		
TMUE_0000000211		
TMUE_0000000212	WBGene00010700	ortholog_many2many
TMUE_0000000213	WBGene00010912	ortholog_one2many
TMUE_0000000214		
TMUE_0000000215		
TMUE_0000000216		
TMUE_0000000217		
TMUE_0000000218		
TMUE_0000000219		
TMUE_0000000220		
TMUE_0000000221		
TMUE_0000000222		
TMUE_0000000223		
TMUE_0000000224		
TMUE_0000000225		
TMUE_0000000226		
TMUE_0000000227	WBGene00021097	ortholog_many2many
TMUE_0000000227	WBGene00019497	ortholog_many2many
TMUE_0000000228		
TMUE_0000000229		
TMUE_0000000230	WBGene00077643	ortholog_one2many
TMUE_0000000231		
TMUE_0000000232	WBGene00000181	ortholog_one2many
TMUE_0000000233		
TMUE_0000000234	WBGene00004029	ortholog_one2many
TMUE_0000000235		
TMUE_0000000236		
TMUE_0000000237		
TMUE_0000000238		
TMUE_0000000239		
TMUE_0000000240	WBGene00001488	ortholog_many2many
TMUE_0000000240	WBGene00001333	ortholog_many2many
TMUE_0000000241		
TMUE_0000000242	WBGene00021963	ortholog_one2many
TMUE_0000000243	WBGene00021963	ortholog_one2many
TMUE_0000000244		
TMUE_0000000245	WBGene00008964	ortholog_many2many
TMUE_0000000245	WBGene00008277	ortholog_many2many
TMUE_0000000245	WBGene00008965	ortholog_many2many
TMUE_0000000246		
TMUE_0000000247	WBGene00003123	ortholog_one2many
TMUE_0000000248		
TMUE_0000000249		
TMUE_0000000250	WBGene00001033	ortholog_one2many
TMUE_0000000251		
TMUE_0000000252		
TMUE_0000000253		
TMUE_0000000254	WBGene00002497	ortholog_one2many
TMUE_0000000255		
TMUE_0000000256		
TMUE_0000000257	WBGene00006412	ortholog_one2many
TMUE_0000000258	WBGene00017085	ortholog_one2many
TMUE_0000000259	WBGene00019841	ortholog_one2many
TMUE_0000000260		
TMUE_0000000261		
TMUE_0000000262		
TMUE_0000000263		
TMUE_0000000264	WBGene00003792	ortholog_one2many
TMUE_0000000265	WBGene00001118	ortholog_one2many
TMUE_0000000266	WBGene00015207	ortholog_one2many
TMUE_0000000267	WBGene00004317	ortholog_one2many
TMUE_0000000268	WBGene00022534	ortholog_one2many
TMUE_0000000269	WBGene00000073	ortholog_one2many
TMUE_0000000270	WBGene00001972	ortholog_one2many
TMUE_0000000271	WBGene00003930	ortholog_one2many
TMUE_0000000272		
TMUE_0000000273		
TMUE_0000000274	WBGene00003001	ortholog_one2many
TMUE_0000000275	WBGene00006881	ortholog_one2many
TMUE_0000000276		
TMUE_0000000277		
TMUE_0000000278		
TMUE_0000000279		
TMUE_0000000280	WBGene00016319	ortholog_many2many
TMUE_0000000280	WBGene00022616	ortholog_many2many
TMUE_0000000280	WBGene00022498	ortholog_many2many
TMUE_0000000280	WBGene00022146	ortholog_many2many
TMUE_0000000280	WBGene00015298	ortholog_many2many
TMUE_0000000280	WBGene00012394	ortholog_many2many
TMUE_0000000281	WBGene00016238	ortholog_one2many
TMUE_0000000282		
TMUE_0000000283	WBGene00007514	ortholog_one2many
TMUE_0000000284	WBGene00000906	ortholog_one2many
TMUE_0000000285	WBGene00000906	ortholog_one2many
TMUE_0000000286		
TMUE_0000000287	WBGene00002147	ortholog_one2many
TMUE_0000000288		
TMUE_0000000289		
TMUE_0000000290		
TMUE_0000000291	WBGene00015266	ortholog_one2many
TMUE_0000000292	WBGene00015471	ortholog_one2many
TMUE_0000000293	WBGene00009023	ortholog_one2many
TMUE_0000000294	WBGene00001061	ortholog_one2many
TMUE_0000000295		
TMUE_0000000296	WBGene00015807	ortholog_many2many
TMUE_0000000297		
TMUE_0000000298	WBGene00005901	ortholog_many2many
TMUE_0000000298	WBGene00005894	ortholog_many2many
TMUE_0000000298	WBGene00005896	ortholog_many2many
TMUE_0000000298	WBGene00005898	ortholog_many2many
TMUE_0000000298	WBGene00005897	ortholog_many2many
TMUE_0000000298	WBGene00005892	ortholog_many2many
TMUE_0000000298	WBGene00005900	ortholog_many2many
TMUE_0000000298	WBGene00005899	ortholog_many2many
TMUE_0000000298	WBGene00005893	ortholog_many2many
TMUE_0000000298	WBGene00005895	ortholog_many2many
TMUE_0000000298	WBGene00015364	ortholog_many2many
TMUE_0000000299	WBGene00011415	ortholog_one2many
TMUE_0000000300		
TMUE_0000000301		
TMUE_0000000302	WBGene00019168	ortholog_one2many
TMUE_0000000303		
TMUE_0000000304	WBGene00022696	ortholog_one2many
TMUE_0000000305		
TMUE_0000000306		
TMUE_0000000307	WBGene00016624	ortholog_one2many
TMUE_0000000308		
TMUE_0000000309		
TMUE_0000000310		
TMUE_0000000311	WBGene00016624	ortholog_one2many
TMUE_0000000312	WBGene00003986	ortholog_one2many
TMUE_0000000313		
TMUE_0000000314		
TMUE_0000000315	WBGene00013597	ortholog_one2many
TMUE_0000000316		
TMUE_0000000317		
TMUE_0000000318		
TMUE_0000000319		
TMUE_0000000320		
TMUE_0000000321		
TMUE_0000000322		
TMUE_0000000323	WBGene00008990	ortholog_one2many
TMUE_0000000324		
TMUE_0000000325		
TMUE_0000000326		
TMUE_0000000327		
TMUE_0000000328	WBGene00009944	ortholog_one2many
TMUE_0000000329		
TMUE_0000000330		
TMUE_0000000331		
TMUE_0000000332		
TMUE_0000000333		
TMUE_0000000334		
TMUE_0000000335		
TMUE_0000000336		
TMUE_0000000337	WBGene00002012	ortholog_many2many
TMUE_0000000338	WBGene00002012	ortholog_many2many
TMUE_0000000339	WBGene00021655	ortholog_one2many
TMUE_0000000340		
TMUE_0000000341	WBGene00015957	ortholog_one2many
TMUE_0000000342	WBGene00016974	ortholog_one2many
TMUE_0000000343	WBGene00018215	ortholog_one2many
TMUE_0000000344	WBGene00020693	ortholog_one2many
TMUE_0000000345	WBGene00008288	ortholog_one2many
TMUE_0000000347	WBGene00019211	ortholog_one2many
TMUE_0000000348	WBGene00021227	ortholog_many2many
TMUE_0000000348	WBGene00015273	ortholog_many2many
TMUE_0000000349		
TMUE_0000000350		
TMUE_0000000351		
TMUE_0000000352	WBGene00001645	ortholog_one2many
TMUE_0000000353		
TMUE_0000000354	WBGene00018357	ortholog_one2many
TMUE_0000000355		
TMUE_0000000356	WBGene00000041	ortholog_one2many
TMUE_0000000357		
TMUE_0000000358		
TMUE_0000000359		
TMUE_0000000360		
TMUE_0000000361		
TMUE_0000000362		
TMUE_0000000363		
TMUE_0000000364	WBGene00017951	ortholog_one2many
TMUE_0000000365		
TMUE_0000000366		
TMUE_0000000367	WBGene00003777	ortholog_many2many
TMUE_0000000367	WBGene00018317	ortholog_many2many
TMUE_0000000367	WBGene00015968	ortholog_many2many
TMUE_0000000367	WBGene00002041	ortholog_many2many
TMUE_0000000368		
TMUE_0000000369		
TMUE_0000000370		
TMUE_0000000371	WBGene00020090	ortholog_one2many
TMUE_0000000372		
TMUE_0000000373	WBGene00018281	ortholog_one2many
TMUE_0000000374	WBGene00022141	ortholog_one2many
TMUE_0000000375	WBGene00002191	ortholog_one2many
TMUE_0000000376	WBGene00017339	ortholog_one2many
TMUE_0000000377		
TMUE_0000000378	WBGene00010449	ortholog_one2many
TMUE_0000000379	WBGene00018909	ortholog_one2many
TMUE_0000000380		
TMUE_0000000381		
TMUE_0000000382		
TMUE_0000000383	WBGene00021415	ortholog_many2many
TMUE_0000000383	WBGene00016067	ortholog_many2many
TMUE_0000000383	WBGene00010742	ortholog_many2many
TMUE_0000000384		
TMUE_0000000385		
TMUE_0000000386		
TMUE_0000000387	WBGene00019367	ortholog_one2many
TMUE_0000000388	WBGene00011732	ortholog_one2many
TMUE_0000000389		
TMUE_0000000390		
TMUE_0000000391	WBGene00002044	ortholog_many2many
TMUE_0000000391	WBGene00002043	ortholog_many2many
TMUE_0000000392	WBGene00022599	ortholog_one2many
TMUE_0000000393	WBGene00020088	ortholog_one2many
TMUE_0000000394	WBGene00302984	ortholog_one2many
TMUE_0000000395	WBGene00021784	ortholog_one2many
TMUE_0000000396		
TMUE_0000000397	WBGene00012644	ortholog_one2many
TMUE_0000000398	WBGene00004505	ortholog_one2many
TMUE_0000000399		
TMUE_0000000400	WBGene00002004	ortholog_one2many
TMUE_0000000401	WBGene00007627	ortholog_one2many
TMUE_0000000402		
TMUE_0000000403	WBGene00019760	ortholog_one2many
TMUE_0000000404	WBGene00010037	ortholog_many2many
TMUE_0000000404	WBGene00011967	ortholog_many2many
TMUE_0000000405		
TMUE_0000000406	WBGene00009372	ortholog_one2many
TMUE_0000000407		
TMUE_0000000408		
TMUE_0000000409	WBGene00007008	ortholog_one2many
TMUE_0000000410	WBGene00000239	ortholog_many2many
TMUE_0000000410	WBGene00015467	ortholog_many2many
TMUE_0000000411	WBGene00000144	ortholog_many2many
TMUE_0000000411	WBGene00044345	ortholog_many2many
TMUE_0000000412	WBGene00012713	ortholog_one2many
TMUE_0000000413	WBGene00019841	ortholog_one2many
TMUE_0000000414	WBGene00006890	ortholog_one2many
TMUE_0000000415	WBGene00000239	ortholog_many2many
TMUE_0000000415	WBGene00015467	ortholog_many2many
TMUE_0000000416	WBGene00000239	ortholog_many2many
TMUE_0000000416	WBGene00015467	ortholog_many2many
TMUE_0000000417	WBGene00002149	ortholog_one2many
TMUE_0000000418		
TMUE_0000000419	WBGene00000939	ortholog_one2many
TMUE_0000000420		
TMUE_0000000421	WBGene00016151	ortholog_one2many
TMUE_0000000422		
TMUE_0000000423		
TMUE_0000000424		
TMUE_0000000425		
TMUE_0000000426		
TMUE_0000000427		
TMUE_0000000428	WBGene00012639	ortholog_one2many
TMUE_0000000429		
TMUE_0000000430		
TMUE_0000000431		
TMUE_0000000432		
TMUE_0000000433		
TMUE_0000000434	WBGene00017119	ortholog_many2many
TMUE_0000000434	WBGene00017069	ortholog_many2many
TMUE_0000000435		
TMUE_0000000436		
TMUE_0000000437		
TMUE_0000000438		
