Gene name	Brugia malayi (PRJNA10729) [WS285] protein stable ID	Homology type
TMUE_3000013906	Bm4531.1	ortholog_one2one
TMUE_3000013907		
TMUE_3000011761	Bm6630a.1	ortholog_one2one
TMUE_3000013908		
TMUE_3000011762	Bm14046.1	ortholog_one2one
TMUE_3000013909	Bm5967.1	ortholog_one2one
TMUE_3000011763	Bm3818f.1	ortholog_one2one
TMUE_3000013910	Bm9070.1	ortholog_one2one
TMUE_3000013911	Bm3138.1	ortholog_one2one
TMUE_3000011764		
TMUE_3000013912		
TMUE_3000011766	Bm11055.1	ortholog_one2one
TMUE_3000013913	Bm6470a.1	ortholog_one2one
TMUE_3000011768	Bm6962.1	ortholog_one2one
TMUE_3000013914	Bm4420a.1	ortholog_one2one
TMUE_3000011770	Bm3227.1	ortholog_one2many
TMUE_3000011770	Bm17579.1	ortholog_one2many
TMUE_3000013916	Bm6516.1	ortholog_one2one
TMUE_3000011771		
TMUE_3000013918		
TMUE_3000011772	Bm6564.1	ortholog_one2one
TMUE_3000013920	Bm7119.1	ortholog_one2many
TMUE_3000013920	Bm5736a.1	ortholog_one2many
TMUE_3000011773		
TMUE_3000013921		
TMUE_3000011774		
TMUE_3000011776	Bm4458a.1	ortholog_one2one
TMUE_3000013922	Bm4624b.1	ortholog_one2one
TMUE_1000002864		
TMUE_1000004625		
TMUE_3000013387	Bm3093a.2	ortholog_one2one
TMUE_3000011213		
TMUE_3000011211		
TMUE_3000011210		
TMUE_3000013386		
TMUE_3000013385	Bm7583.1	ortholog_one2many
TMUE_3000013385	Bm8845a.1	ortholog_one2many
TMUE_3000013385	Bm11609.1	ortholog_one2many
TMUE_3000013384	Bm4661.1	ortholog_many2many
TMUE_3000011209	Bm3632.1	ortholog_one2one
TMUE_3000011208		
TMUE_3000013383	Bm3905a.1	ortholog_one2one
TMUE_3000013382		
TMUE_3000013381		
TMUE_3000011206		
TMUE_3000013380	Bm9133.1	ortholog_one2one
TMUE_3000011204		
TMUE_3000013378	Bm1931a.1	ortholog_one2many
TMUE_3000011203	Bm17816.1	ortholog_one2one
TMUE_3000013377	Bm3846a.1	ortholog_one2one
TMUE_3000011202		
TMUE_3000011201		
TMUE_3000013376		
TMUE_3000011200		
TMUE_3000013375	Bm5196b.1	ortholog_one2one
TMUE_3000013374		
TMUE_3000013372		
TMUE_3000013371	Bm2451a.1	ortholog_one2one
TMUE_3000011199		
TMUE_3000011198	Bm2023.1	ortholog_one2one
TMUE_3000011196		
TMUE_3000011195		
TMUE_2000007906	Bm3049.1	ortholog_one2many
TMUE_2000007902		
TMUE_2000007901		
TMUE_2000010313	Bm6165.1	ortholog_one2many
TMUE_2000010311	Bm10739a.1	ortholog_one2many
TMUE_2000010310		
TMUE_2000010309		
TMUE_2000010308	Bm2874a.1	ortholog_many2many
TMUE_2000010308	Bm3206a.1	ortholog_many2many
TMUE_2000010308	Bm8720.1	ortholog_many2many
TMUE_2000007896		
TMUE_2000007895		
TMUE_2000010304		
TMUE_2000010303		
TMUE_2000007894		
TMUE_2000006009		
TMUE_2000007892		
TMUE_2000007891		
TMUE_2000007890		
TMUE_2000007889	Bm4346a.1	ortholog_many2many
TMUE_2000007889	Bm5965.1	ortholog_many2many
TMUE_2000010302	Bm4239.1	ortholog_one2one
TMUE_2000007733		
TMUE_2000007732		
TMUE_2000010154		
TMUE_2000007731	Bm7302.1	ortholog_one2many
TMUE_2000010152	Bm2583.1	ortholog_one2many
TMUE_2000010151		
TMUE_1000002899		
TMUE_1000002901		
TMUE_1000002902	Bm7602.1	ortholog_one2one
TMUE_1000002903		
TMUE_1000004667	Bm13765.1	ortholog_one2one
TMUE_1000002904		
TMUE_1000004669		
TMUE_2000006861	Bm17930.1	ortholog_one2many
TMUE_2000006861	Bm5633.1	ortholog_one2many
TMUE_2000006863	Bm8091.1	ortholog_one2many
TMUE_2000006864		
TMUE_2000009209	Bm6409.1	ortholog_one2one
TMUE_2000009210		
TMUE_2000009212	Bm4018.1	ortholog_one2one
TMUE_2000009213		
TMUE_2000006865	Bm8091.1	ortholog_one2many
TMUE_2000009214	Bm14008.1	ortholog_one2one
TMUE_2000006866	Bm5170.1	ortholog_one2one
TMUE_2000009215		
TMUE_2000009216	Bm9067.1	ortholog_one2one
TMUE_2000006867	Bm5303.1	ortholog_one2many
TMUE_2000006868		
TMUE_2000009217	Bm14320.1	ortholog_one2one
TMUE_2000006869		
TMUE_2000009218		
TMUE_2000009219		
TMUE_2000009220	Bm2620b.1	ortholog_one2one
TMUE_2000006870	Bm12942.1	ortholog_one2one
TMUE_0000000891		
TMUE_2000007102		
TMUE_2000007103		
TMUE_2000009501	Bm9228.1	ortholog_one2many
TMUE_2000007104		
TMUE_2000007105		
TMUE_2000009503		
TMUE_2000007106		
TMUE_2000009504	Bm6594a.1	ortholog_one2one
TMUE_2000007107		
TMUE_2000009505		
TMUE_2000009506	Bm4608.1	ortholog_one2one
TMUE_2000009507		
TMUE_2000007111	Bm11946.1	ortholog_one2one
TMUE_2000007112	Bm8166.1	ortholog_one2one
TMUE_2000009508		
TMUE_2000008718		
TMUE_2000008719		
TMUE_1000004479		
TMUE_2000006225		
TMUE_2000006224		
TMUE_2000008516	Bm4726.1	ortholog_one2one
TMUE_2000006223	Bm7664.1	ortholog_one2one
TMUE_2000008514	Bm4941a.1	ortholog_one2many
TMUE_2000008514	Bm8749.1	ortholog_one2many
TMUE_2000008512	Bm6984.1	ortholog_one2one
TMUE_2000006221		
TMUE_2000008511	Bm3498.1	ortholog_one2one
TMUE_2000008510		
TMUE_2000008509	Bm4465a.1	ortholog_one2one
TMUE_2000006220	Bm5628a.1	ortholog_one2one
TMUE_2000008508	Bm14040.1	ortholog_one2one
TMUE_2000006219		
TMUE_2000006218	Bm5458a.1	ortholog_one2many
TMUE_2000006218	Bm4453a.1	ortholog_one2many
TMUE_2000008507		
TMUE_2000008506		
TMUE_2000006216	Bm5792.1	ortholog_one2one
TMUE_2000006215		
TMUE_2000008698		
TMUE_2000006374		
TMUE_2000008697		
TMUE_2000008695		
TMUE_2000008694		
TMUE_2000006371		
TMUE_2000006368	Bm4801a.1	ortholog_one2one
TMUE_2000008691		
TMUE_2000006366		
TMUE_2000006365		
TMUE_2000006364	Bm5544.1	ortholog_one2one
TMUE_2000008689		
TMUE_2000006363		
TMUE_1000004994		
TMUE_1000004992		
TMUE_1000004991	Bm4215a.1	ortholog_one2one
TMUE_1000003230	Bm6248.1	ortholog_one2one
TMUE_1000003227	Bm6972.1	ortholog_one2one
TMUE_1000004990		
TMUE_1000003226		
TMUE_1000003225		
TMUE_1000004989		
TMUE_1000003224	Bm11294b.1	ortholog_one2one
TMUE_1000004987	Bm13685.1	ortholog_one2one
TMUE_1000003222		
TMUE_2000010444	Bm7926.1	ortholog_one2many
TMUE_2000008024		
TMUE_2000010445		
TMUE_2000010446	Bm5114a.1	ortholog_one2many
TMUE_2000010447		
TMUE_2000008026	Bm3626a.1	ortholog_one2one
TMUE_2000010448	Bm5183b.1	ortholog_one2one
TMUE_2000010450		
TMUE_2000008027	Bm1679.1	ortholog_one2one
TMUE_2000010451	Bm5408.1	ortholog_one2one
TMUE_2000008029	Bm13662a.1	ortholog_one2one
TMUE_2000010452		
TMUE_2000010453	Bm6394.1	ortholog_one2many
TMUE_2000010454	Bm14059.1	ortholog_one2one
TMUE_2000008031	Bm1948.1	ortholog_one2one
TMUE_2000008032	Bm13683.1	ortholog_one2one
TMUE_2000010455	Bm5857.1	ortholog_one2one
TMUE_2000010456	Bm9082.1	ortholog_one2one
TMUE_2000010457		
TMUE_2000008034	Bm4390.1	ortholog_one2one
TMUE_2000006362		
TMUE_2000006361		
TMUE_2000008682		
TMUE_2000006360		
TMUE_2000006359		
TMUE_2000006358		
TMUE_2000008681	Bm4915b.1	ortholog_many2many
TMUE_2000008681	Bm10006a.1	ortholog_many2many
TMUE_2000006357	Bm13991c.1	ortholog_one2one
TMUE_2000006356	Bm4915b.1	ortholog_many2many
TMUE_2000006356	Bm10006a.1	ortholog_many2many
TMUE_2000006355		
TMUE_2000008679		
TMUE_2000008678		
TMUE_2000006311		
TMUE_2000008624		
TMUE_2000008623	Bm2576a.1	ortholog_one2one
TMUE_2000006310	Bm4000.1	ortholog_one2one
TMUE_2000008622	Bm8785.1	ortholog_one2one
TMUE_2000008621		
TMUE_2000008620		
TMUE_3000012582	Bm8333a.1	ortholog_one2many
TMUE_3000012582	Bm17756.1	ortholog_one2many
TMUE_3000012582	Bm5068a.1	ortholog_one2many
TMUE_3000012582	Bm10391.1	ortholog_one2many
TMUE_3000012581	Bm3840a.1	ortholog_one2one
TMUE_3000014726		
TMUE_3000014724	Bm10530.1	ortholog_one2one
TMUE_3000012580	Bm6140.1	ortholog_one2many
TMUE_3000014723	Bm4133a.1	ortholog_one2one
TMUE_3000012579	Bm9362.1	ortholog_one2many
TMUE_3000012579	Bm1908a.1	ortholog_one2many
TMUE_3000014722		
TMUE_3000014720		
TMUE_3000012578		
TMUE_3000012577	Bm14017.2	ortholog_one2one
TMUE_3000014719	Bm7559.1	ortholog_one2one
TMUE_3000012576		
TMUE_3000014718	Bm1850a.1	ortholog_one2one
TMUE_3000012575	Bm10795.1	ortholog_one2one
TMUE_3000014717	Bm4716a.1	ortholog_one2one
TMUE_3000012574		
TMUE_3000014716	Bm10802.1	ortholog_one2many
TMUE_3000014716	Bm4033a.1	ortholog_one2many
TMUE_3000014715		
TMUE_3000012572		
TMUE_3000014713	Bm13890.1	ortholog_one2one
TMUE_3000014712		
TMUE_2000008787		
TMUE_2000006464		
TMUE_2000008788	Bm4929.1	ortholog_one2many
TMUE_2000008789		
TMUE_2000006465	Bm4513a.1	ortholog_one2one
TMUE_2000006466		
TMUE_2000006467	Bm4244.1	ortholog_one2one
TMUE_2000006468		
TMUE_2000006469		
TMUE_2000008790		
TMUE_2000006470	Bm5060a.1	ortholog_one2one
TMUE_2000008791		
TMUE_2000008792		
TMUE_2000006471		
TMUE_2000006472	Bm12873b.1	ortholog_one2many
TMUE_2000008793	Bm10959.2	ortholog_one2one
TMUE_2000006473	Bm2827.1	ortholog_one2one
TMUE_2000008794		
TMUE_2000006474	Bm5280.1	ortholog_one2many
TMUE_2000008795	Bm4265a.1	ortholog_one2one
TMUE_3000014154		
TMUE_3000014153	Bm4310.1	ortholog_one2one
TMUE_3000014152		
TMUE_3000012016		
TMUE_3000012015	Bm2823.1	ortholog_one2many
TMUE_3000012013		
TMUE_3000014151		
TMUE_3000012012		
TMUE_3000014150		
TMUE_3000012011	Bm5861a.1	ortholog_one2one
TMUE_3000014147		
TMUE_3000012009	Bm3958a.1	ortholog_one2one
TMUE_3000012008		
TMUE_3000014143		
TMUE_3000012005		
TMUE_3000012003		
TMUE_3000012002	Bm3190.1	ortholog_one2one
TMUE_3000012000	Bm5646.1	ortholog_one2one
TMUE_3000014141		
TMUE_3000011998		
TMUE_3000014139		
TMUE_3000011997	Bm18189.1	ortholog_one2one
TMUE_3000014138	Bm3566a.1	ortholog_one2one
TMUE_3000014137	Bm2917.1	ortholog_one2many
TMUE_3000014136	Bm2917.1	ortholog_one2many
TMUE_2000008489		
TMUE_2000008488	Bm18194.1	ortholog_one2one
TMUE_2000006210	Bm3497.1	ortholog_one2one
TMUE_2000008487	Bm7315.1	ortholog_one2one
TMUE_2000008486	Bm9442.1	ortholog_one2many
TMUE_2000008486	Bm7314a.1	ortholog_one2many
TMUE_2000006209	Bm4695a.1	ortholog_one2one
TMUE_2000008485		
TMUE_2000006208	Bm3629a.1	ortholog_one2one
TMUE_2000006207		
TMUE_2000008484	Bm2148a.1	ortholog_one2many
TMUE_2000006205		
TMUE_2000006203		
TMUE_2000008482		
TMUE_2000006202		
TMUE_2000008481	Bm13909.1	ortholog_one2one
TMUE_2000008480		
TMUE_2000006199	Bm4170a.1	ortholog_one2one
TMUE_2000008479	Bm2781.1	ortholog_one2one
TMUE_3000012875		
TMUE_3000010752	Bm13711a.1	ortholog_one2one
TMUE_3000012876		
TMUE_3000010754	Bm6361a.1	ortholog_one2one
TMUE_3000010755	Bm8660a.1	ortholog_one2one
TMUE_3000010756		
TMUE_3000010758		
TMUE_3000012878	Bm5192a.1	ortholog_one2one
TMUE_3000012879	Bm5124d.1	ortholog_one2one
TMUE_3000014249	Bm2068a.1	ortholog_one2one
TMUE_3000010759		
TMUE_3000012881		
TMUE_3000012882	Bm9567.1	ortholog_one2one
TMUE_3000010760	Bm6324.1	ortholog_one2one
TMUE_3000012883		
TMUE_3000012886	Bm9028.1	ortholog_one2one
TMUE_2000010378		
TMUE_2000007978		
TMUE_2000010379	Bm5940.1	ortholog_one2one
TMUE_2000010380		
TMUE_2000007980		
TMUE_2000010381		
TMUE_2000010382	Bm13889.1	ortholog_one2one
TMUE_2000010383		
TMUE_2000010385		
TMUE_2000010386	Bm2616b.1	ortholog_one2many
TMUE_2000010387	Bm4628.1	ortholog_one2one
TMUE_2000007981		
TMUE_2000010391		
TMUE_2000007984	Bm6141a.1	ortholog_one2one
TMUE_2000010392	Bm13995.1	ortholog_one2one
TMUE_2000010393		
TMUE_2000007985		
TMUE_2000010394	Bm2058.1	ortholog_one2one
TMUE_2000010395		
TMUE_2000010398		
TMUE_1000004364		
TMUE_1000004363		
TMUE_1000004362		
TMUE_1000002582		
TMUE_1000002581		
TMUE_1000004360		
TMUE_1000004359		
TMUE_1000002577	Bm13957.1	ortholog_one2one
TMUE_1000004358		
TMUE_1000004357		
TMUE_1000002576		
TMUE_3000014781		
TMUE_1000002574		
TMUE_1000004355		
TMUE_1000002570	Bm6526b.1	ortholog_one2one
TMUE_2000008524	Bm13861a.1	ortholog_one2one
TMUE_2000008525	Bm2579.1	ortholog_one2one
TMUE_2000008526		
TMUE_2000008529	Bm6598.1	ortholog_one2one
TMUE_2000008530		
TMUE_2000008533		
TMUE_2000006235	Bm5982.1	ortholog_one2one
TMUE_2000008536	Bm13663.1	ortholog_one2one
TMUE_2000006236	Bm18034.1	ortholog_many2many
TMUE_2000006236	Bm4331.1	ortholog_many2many
TMUE_2000006237	Bm5327a.1	ortholog_one2one
TMUE_2000008537		
TMUE_2000008538		
TMUE_3000011103		
TMUE_3000013286		
TMUE_3000011101		
TMUE_3000013283	Bm6281b.1	ortholog_one2one
TMUE_3000011100	Bm4302.1	ortholog_one2many
TMUE_3000011100	Bm4301.1	ortholog_one2many
TMUE_3000013281	Bm5269a.1	ortholog_one2many
TMUE_3000011098	Bm2849.1	ortholog_one2one
TMUE_3000011097	Bm2281.1	ortholog_one2one
TMUE_3000013280	Bm5264.1	ortholog_one2one
TMUE_3000013279		
TMUE_3000011096	Bm13698a.1	ortholog_one2one
TMUE_3000013278	Bm10430a.1	ortholog_one2one
TMUE_3000013277	Bm7405.1	ortholog_one2one
TMUE_3000013276	Bm7406.1	ortholog_one2one
TMUE_3000011095	Bm6472.1	ortholog_one2one
TMUE_3000011094		
TMUE_3000011092	Bm6365.1	ortholog_one2many
TMUE_3000013274		
TMUE_3000013273	Bm6967a.1	ortholog_one2one
TMUE_3000013272	Bm10535.1	ortholog_one2one
TMUE_3000011091		
TMUE_3000013271	Bm2149.1	ortholog_one2one
TMUE_3000011089		
TMUE_3000013270	Bm5397.1	ortholog_one2one
TMUE_3000011088	Bm4917a.1	ortholog_one2one
TMUE_3000013269		
TMUE_1000004934		
TMUE_1000004936		
TMUE_1000003172		
TMUE_1000003173		
TMUE_1000003174		
TMUE_1000004938	Bm5186a.1	ortholog_one2many
TMUE_1000003175		
TMUE_1000002786	Bm1841.1	ortholog_one2one
TMUE_1000004548		
TMUE_1000004549		
TMUE_1000004550	Bm4766.1	ortholog_one2one
TMUE_1000002787		
TMUE_1000002788		
TMUE_1000002789	Bm7060.1	ortholog_many2many
TMUE_1000004551	Bm2093a.1	ortholog_one2one
TMUE_1000004552	Bm6455a.1	ortholog_one2one
TMUE_1000004799		
TMUE_1000003017		
TMUE_1000004800	Bm6173.1	ortholog_one2many
TMUE_1000003018	Bm6881.1	ortholog_one2many
TMUE_1000004801	Bm6881.1	ortholog_one2many
TMUE_1000003019	Bm6881.1	ortholog_one2many
TMUE_1000003021	Bm6881.1	ortholog_one2many
TMUE_1000003022	Bm5856b.1	ortholog_one2one
TMUE_1000003023	Bm3390.1	ortholog_one2one
TMUE_1000003025		
TMUE_1000004802		
TMUE_1000004803	Bm5651a.1	ortholog_one2many
TMUE_1000003026		
TMUE_1000003031		
TMUE_1000004804	Bm5651a.1	ortholog_one2many
TMUE_1000003032	Bm1920a.1	ortholog_one2one
TMUE_1000004805	Bm4376.1	ortholog_one2one
TMUE_1000003033	Bm2912b.1	ortholog_one2one
TMUE_1000004806		
TMUE_1000003034	Bm4319b.1	ortholog_one2one
TMUE_0000001566		
TMUE_2000007922		
TMUE_2000010337		
TMUE_2000007921	Bm14034a.1	ortholog_one2one
TMUE_2000007920		
TMUE_2000007919		
TMUE_2000010335		
TMUE_2000010334	Bm13766.1	ortholog_one2many
TMUE_2000010333		
TMUE_2000010332	Bm14053.1	ortholog_many2many
TMUE_2000010332	Bm9591.1	ortholog_many2many
TMUE_2000010332	Bm6567.1	ortholog_many2many
TMUE_2000007917		
TMUE_2000007916	Bm3902.1	ortholog_one2one
TMUE_2000010331	Bm4111.1	ortholog_one2one
TMUE_2000010330	Bm7147.1	ortholog_one2many
TMUE_2000010330	Bm12324.1	ortholog_one2many
TMUE_2000010330	Bm3159.1	ortholog_one2many
TMUE_2000010327		
TMUE_2000007915		
TMUE_2000010326		
TMUE_2000010325		
TMUE_2000010324		
TMUE_2000007914		
TMUE_2000010322		
TMUE_2000007912	Bm7330.1	ortholog_one2one
TMUE_2000010318		
TMUE_2000007909	Bm13844.1	ortholog_one2many
TMUE_2000010317	Bm5342.1	ortholog_one2one
TMUE_2000007907		
TMUE_2000010316		
TMUE_1000005746		
TMUE_1000004009	Bm11471c.1	ortholog_one2one
TMUE_1000005745	Bm4668.1	ortholog_one2many
TMUE_1000005744		
TMUE_1000005743		
TMUE_1000004008	Bm5266b.1	ortholog_one2many
TMUE_1000004008	Bm4785.1	ortholog_one2many
TMUE_1000005742	Bm2719c.1	ortholog_one2one
TMUE_1000005741		
TMUE_1000004007		
TMUE_1000005740		
TMUE_1000004006		
TMUE_1000004005	Bm11348a.1	ortholog_one2one
TMUE_1000005739	Bm2186.1	ortholog_one2one
TMUE_1000004002	Bm8357f.1	ortholog_one2one
TMUE_1000005738		
TMUE_1000004001		
TMUE_1000005736		
TMUE_1000004000	Bm12565.1	ortholog_one2many
TMUE_1000003999	Bm12565.1	ortholog_one2many
TMUE_1000005735	Bm13894.1	ortholog_one2one
TMUE_1000004353		
TMUE_1000002563		
TMUE_1000004889		
TMUE_1000003122	Bm2715a.1	ortholog_one2one
TMUE_1000003123		
TMUE_1000004890	Bm6271.1	ortholog_one2many
TMUE_1000003124		
TMUE_1000003125		
TMUE_1000004891	Bm4787a.1	ortholog_many2many
TMUE_1000004891	Bm10147.1	ortholog_many2many
TMUE_1000004893		
TMUE_1000003128		
TMUE_1000003129		
TMUE_1000003130		
TMUE_1000004894	Bm4787a.1	ortholog_many2many
TMUE_1000004894	Bm10147.1	ortholog_many2many
TMUE_1000004896		
TMUE_1000003131		
TMUE_1000004897		
TMUE_1000003134		
TMUE_1000003135		
TMUE_2000008289		
TMUE_2000010695	Bm4452a.1	ortholog_many2many
TMUE_2000010695	Bm5311.1	ortholog_many2many
TMUE_2000008290	Bm4869b.1	ortholog_one2one
TMUE_2000010696	Bm4690a.1	ortholog_one2one
TMUE_2000008291		
TMUE_2000010697		
TMUE_2000008292		
TMUE_2000010702	Bm13851.1	ortholog_one2many
TMUE_3000012797		
TMUE_3000014936	Bm8184.1	ortholog_one2many
TMUE_3000014935		
TMUE_3000012794		
TMUE_3000014930	Bm4945.1	ortholog_one2many
TMUE_3000012793	Bm4124.1	ortholog_one2many
TMUE_3000012792		
TMUE_3000012791	Bm11292.1	ortholog_one2many
TMUE_3000014928	Bm3231.1	ortholog_many2many
TMUE_3000014928	Bm3137.1	ortholog_many2many
TMUE_3000012790	Bm14711.1	ortholog_one2many
TMUE_3000012789	Bm2656.1	ortholog_many2many
TMUE_3000012789	Bm636.1	ortholog_many2many
TMUE_3000012787		
TMUE_3000014927		
TMUE_3000012786	Bm4213.1	ortholog_one2many
TMUE_3000014926	Bm3069a.1	ortholog_one2many
TMUE_3000012785		
TMUE_3000014925		
TMUE_3000014922	Bm6241.1	ortholog_one2many
TMUE_3000014921		
TMUE_3000014920		
TMUE_3000012784		
TMUE_1000002929		
TMUE_1000004702	Bm9191.1	ortholog_one2one
TMUE_1000004704		
TMUE_1000002931	Bm2285a.1	ortholog_one2one
TMUE_1000004705	Bm4332.1	ortholog_one2one
TMUE_1000004706		
TMUE_1000002932		
TMUE_1000004707		
TMUE_1000004708		
TMUE_1000004709		
TMUE_1000004710		
TMUE_1000004712		
TMUE_1000004713		
TMUE_1000004715		
TMUE_1000004718		
TMUE_1000002990		
TMUE_1000002988	Bm3076.1	ortholog_one2one
TMUE_1000004776		
TMUE_1000004304		
TMUE_1000002530	Bm6585.1	ortholog_one2many
TMUE_0000002099		
TMUE_2000008713		
TMUE_2000006392		
TMUE_2000006391	Bm6881.1	ortholog_one2many
TMUE_2000008711		
TMUE_2000008710	Bm1754.1	ortholog_one2one
TMUE_2000008708	Bm2693.1	ortholog_one2one
TMUE_2000008707		
TMUE_2000006389	Bm6601.1	ortholog_one2one
TMUE_2000008706		
TMUE_2000006387		
TMUE_2000006385		
TMUE_2000006384		
TMUE_2000006383		
TMUE_2000006382	Bm2578.1	ortholog_one2one
TMUE_2000008705		
TMUE_2000008704		
TMUE_2000006381		
TMUE_2000008703		
TMUE_2000006380		
TMUE_2000006379		
TMUE_2000006378		
TMUE_2000008702		
TMUE_2000008700		
TMUE_2000009221	Bm13691.1	ortholog_one2one
TMUE_2000006871	Bm11336.1	ortholog_one2one
TMUE_2000006872		
TMUE_2000006873		
TMUE_2000006874	Bm4929.1	ortholog_one2many
TMUE_2000009223		
TMUE_2000009227		
TMUE_2000009228		
TMUE_2000009229		
TMUE_2000009230		
TMUE_2000006875	Bm4408.1	ortholog_one2one
TMUE_2000006876	Bm3205b.1	ortholog_one2one
TMUE_2000009231	Bm1683.1	ortholog_one2one
TMUE_2000009232	Bm6252.1	ortholog_one2one
TMUE_2000009233		
TMUE_2000009235		
TMUE_2000006878	Bm7624a.1	ortholog_one2one
TMUE_3000011135		
TMUE_2000006880	Bm7418.1	ortholog_one2many
TMUE_2000006880	Bm10862.1	ortholog_one2many
TMUE_2000009237		
TMUE_2000009238		
TMUE_2000009239		
TMUE_2000009240	Bm11710.1	ortholog_one2one
TMUE_2000009241	Bm2896.1	ortholog_one2one
TMUE_2000006881		
TMUE_1000004689		
TMUE_1000002920		
TMUE_0000001152		
TMUE_0000001149		
TMUE_2000007587	Bm1983.1	ortholog_one2many
TMUE_2000007586	Bm2956.1	ortholog_one2many
TMUE_2000009996	Bm18578.1	ortholog_one2one
TMUE_2000007584	Bm3000a.1	ortholog_one2one
TMUE_2000009995	Bm4148a.1	ortholog_one2one
TMUE_2000009994		
TMUE_2000007583		
TMUE_2000007582		
TMUE_2000009992		
TMUE_2000009991		
TMUE_2000009989		
TMUE_2000009988		
TMUE_2000007581		
TMUE_2000007580		
TMUE_2000007579		
TMUE_1000004019		
TMUE_1000005756	Bm7275.1	ortholog_one2one
TMUE_1000005755	Bm11952a.1	ortholog_one2many
TMUE_1000005755	Bm7272a.1	ortholog_one2many
TMUE_1000004018		
TMUE_1000005754		
TMUE_1000004017		
TMUE_1000004015		
TMUE_1000004014		
TMUE_1000004013		
TMUE_1000005753		
TMUE_1000005752	Bm6557.1	ortholog_one2one
TMUE_1000004012		
TMUE_1000005751	Bm2143.1	ortholog_one2one
TMUE_1000004011		
TMUE_1000005750		
TMUE_1000005749		
TMUE_1000005747		
TMUE_1000004010		
TMUE_1000002801	Bm7668.1	ortholog_one2one
TMUE_1000004566	Bm11241.1	ortholog_one2one
TMUE_1000002800	Bm6262.1	ortholog_one2many
TMUE_3000014533	Bm3445.2	ortholog_one2many
TMUE_3000014534	Bm3445.2	ortholog_one2many
TMUE_3000012398		
TMUE_3000012399		
TMUE_3000012400		
TMUE_3000012401		
TMUE_3000012402		
TMUE_3000014536	Bm1690.1	ortholog_one2one
TMUE_3000012403	Bm7109.1	ortholog_one2one
TMUE_3000014537	Bm7320a.1	ortholog_one2many
TMUE_3000014537	Bm12845a.1	ortholog_one2many
TMUE_3000012404		
TMUE_3000014538	Bm3291b.1	ortholog_one2one
TMUE_3000012405		
TMUE_3000012406		
TMUE_3000012409	Bm2308.1	ortholog_one2one
TMUE_3000014544		
TMUE_3000012410	Bm5830.1	ortholog_one2one
TMUE_3000014545		
TMUE_3000012411		
TMUE_3000012412	Bm1731.1	ortholog_one2one
TMUE_3000014548	Bm5894b.1	ortholog_one2one
TMUE_3000012413		
TMUE_3000012414	Bm7627b.1	ortholog_one2one
TMUE_3000014551	Bm5998.1	ortholog_one2one
TMUE_3000012418		
TMUE_2000006693	Bm2582a.1	ortholog_one2many
TMUE_2000006692		
TMUE_2000009025	Bm6378a.1	ortholog_one2one
TMUE_2000006691		
TMUE_2000006689		
TMUE_2000006688		
TMUE_2000006687	Bm10994a.1	ortholog_one2one
TMUE_2000009023	Bm6247.1	ortholog_one2many
TMUE_2000006686	Bm296.1	ortholog_one2many
TMUE_2000009021		
TMUE_2000006685	Bm6816b.1	ortholog_one2one
TMUE_2000006684		
TMUE_2000009018		
TMUE_2000009017		
TMUE_2000009016	Bm4667.1	ortholog_one2one
TMUE_2000006683	Bm2247.1	ortholog_one2one
TMUE_2000006682	Bm5530.1	ortholog_one2one
TMUE_2000006681		
TMUE_2000006680		
TMUE_3000014887	Bm3789a.1	ortholog_one2one
TMUE_3000012751		
TMUE_3000012750	Bm5054a.1	ortholog_one2one
TMUE_3000014886		
TMUE_2000007749		
TMUE_2000010171		
TMUE_2000010172	Bm2616b.1	ortholog_one2many
TMUE_2000007751		
TMUE_2000007752		
TMUE_3000014914		
TMUE_2000010174		
TMUE_2000007755		
TMUE_2000007756		
TMUE_2000007757		
TMUE_2000007758		
TMUE_2000006164		
TMUE_2000008436		
TMUE_2000006162		
TMUE_2000008433		
TMUE_2000006161		
TMUE_2000006160	Bm13751.1	ortholog_one2many
TMUE_2000008432	Bm3509.1	ortholog_one2one
TMUE_2000006158	Bm6059a.1	ortholog_one2one
TMUE_2000008431		
TMUE_2000006157		
TMUE_2000008430	Bm14068.1	ortholog_one2one
TMUE_2000006156		
TMUE_2000008429		
TMUE_2000006154		
TMUE_1000002979		
TMUE_1000004755	Bm6578.1	ortholog_one2one
TMUE_1000004754	Bm4337a.1	ortholog_one2one
TMUE_1000002976		
TMUE_1000004753		
TMUE_1000002975	Bm4494.1	ortholog_one2one
TMUE_1000004752		
TMUE_1000004751		
TMUE_1000002974		
TMUE_1000004749		
TMUE_1000002972	Bm2183a.1	ortholog_one2one
TMUE_1000002969	Bm6910.1	ortholog_one2one
TMUE_1000002968		
TMUE_1000002967		
TMUE_1000002966	Bm5923.1	ortholog_one2one
TMUE_1000004746		
TMUE_1000002965		
TMUE_2000009061		
TMUE_2000009059		
TMUE_2000009058	Bm11307.1	ortholog_one2one
TMUE_2000006714	Bm16942a.1	ortholog_one2one
TMUE_2000009056		
TMUE_2000009054		
TMUE_2000006713		
TMUE_2000009053	Bm8427.1	ortholog_one2one
TMUE_2000009052	Bm6320a.1	ortholog_one2one
TMUE_2000009051		
TMUE_2000006712	Bm17389.1	ortholog_one2many
TMUE_2000006712	Bm11943a.1	ortholog_one2many
TMUE_2000009050	Bm1759.1	ortholog_one2one
TMUE_2000009049		
TMUE_2000009044		
